ticket_id,status,agent_id,start_ts,completion_ts,arrival_ts,queue,priority,language,duration_slots,first_response_due_ts,resolution_due_ts,first_response_tardiness_min,resolution_tardiness_min
TKT-00021,scheduled,PS-01,2026-03-02 09:45:00,2026-03-02 10:25:00,2026-03-02 09:11:26,Product Support,P3,EN,8,2026-03-02 13:11:26,2026-03-04 09:11:26,0.00,0.00
TKT-00022,scheduled,GEN-01,2026-03-05 13:50:00,2026-03-05 15:00:00,2026-03-02 09:13:02,Account Access,P4,EN,14,2026-03-03 09:13:02,2026-03-09 09:13:02,1236.97,0.00
TKT-00023,scheduled,GEN-01,2026-03-03 15:30:00,2026-03-03 15:40:00,2026-03-02 09:20:06,Account Access,P4,DE,2,2026-03-03 09:20:06,2026-03-09 09:20:06,369.90,0.00
TKT-00024,scheduled,SIC-01,2026-03-02 10:15:00,2026-03-02 11:20:00,2026-03-02 09:21:21,Integrations/API,P2,DE,13,2026-03-02 10:21:21,2026-03-03 09:21:21,0.00,0.00
TKT-00025,scheduled,GEN-01,2026-03-02 09:45:00,2026-03-02 10:15:00,2026-03-02 09:26:09,Billing,P3,EN,6,2026-03-02 13:26:09,2026-03-04 09:26:09,0.00,0.00
TKT-00026,scheduled,PS-02,2026-03-02 09:45:00,2026-03-02 10:15:00,2026-03-02 09:26:33,Product Support,P3,EN,6,2026-03-02 13:26:33,2026-03-04 09:26:33,0.00,0.00
TKT-00027,scheduled,INT-02,2026-03-02 12:40:00,2026-03-02 13:20:00,2026-03-02 09:28:33,Integrations/API,P3,EN,8,2026-03-02 13:28:33,2026-03-04 09:28:33,0.00,0.00
TKT-00028,scheduled,GEN-03,2026-03-02 09:50:00,2026-03-02 10:50:00,2026-03-02 09:47:37,Product Support,P3,EN,12,2026-03-02 13:47:37,2026-03-04 09:47:37,0.00,0.00
TKT-00029,scheduled,INT-01,2026-03-02 12:50:00,2026-03-02 13:25:00,2026-03-02 09:48:38,Integrations/API,P3,DE,7,2026-03-02 13:48:38,2026-03-04 09:48:38,0.00,0.00
TKT-00030,scheduled,PS-02,2026-03-03 08:55:00,2026-03-03 09:25:00,2026-03-02 09:50:14,Product Support,P4,EN,6,2026-03-03 09:50:14,2026-03-09 09:50:14,0.00,0.00
TKT-00031,scheduled,GEN-02,2026-03-02 09:55:00,2026-03-02 10:25:00,2026-03-02 09:51:30,Account Access,P3,EN,6,2026-03-02 13:51:30,2026-03-04 09:51:30,0.00,0.00
TKT-00032,scheduled,PS-01,2026-03-02 10:25:00,2026-03-02 11:05:00,2026-03-02 09:58:34,Product Support,P3,EN,8,2026-03-02 13:58:34,2026-03-04 09:58:34,0.00,0.00
TKT-00033,scheduled,PS-02,2026-03-02 10:15:00,2026-03-02 11:00:00,2026-03-02 10:00:11,Product Support,P2,EN,9,2026-03-02 11:00:11,2026-03-03 10:00:11,0.00,0.00
TKT-00034,scheduled,GEN-02,2026-03-02 10:25:00,2026-03-02 11:00:00,2026-03-02 10:03:05,Billing,P3,EN,7,2026-03-02 14:03:05,2026-03-04 10:03:05,0.00,0.00
TKT-00035,scheduled,INT-02,2026-03-02 10:10:00,2026-03-02 10:50:00,2026-03-02 10:04:35,Integrations/API,P2,EN,8,2026-03-02 11:04:35,2026-03-03 10:04:35,0.00,0.00
TKT-00036,scheduled,GEN-01,2026-03-02 10:15:00,2026-03-02 10:30:00,2026-03-02 10:06:49,Account Access,P2,EN,3,2026-03-02 11:06:49,2026-03-03 10:06:49,0.00,0.00
TKT-00037,scheduled,GEN-01,2026-03-02 10:30:00,2026-03-02 10:50:00,2026-03-02 10:08:31,Product Support,P3,EN,4,2026-03-02 14:08:31,2026-03-04 10:08:31,0.00,0.00
TKT-00038,scheduled,GEN-02,2026-03-02 11:00:00,2026-03-02 11:05:00,2026-03-02 10:10:56,Account Access,P3,DE,1,2026-03-02 14:10:56,2026-03-04 10:10:56,0.00,0.00
TKT-00039,scheduled,INT-02,2026-03-02 13:20:00,2026-03-02 13:35:00,2026-03-02 10:12:12,Integrations/API,P3,EN,3,2026-03-02 14:12:12,2026-03-04 10:12:12,0.00,0.00
TKT-00040,scheduled,PS-02,2026-03-02 11:00:00,2026-03-02 11:30:00,2026-03-02 10:13:01,Product Support,P3,EN,6,2026-03-02 14:13:01,2026-03-04 10:13:01,0.00,0.00
TKT-00041,scheduled,GEN-01,2026-03-02 11:05:00,2026-03-02 11:50:00,2026-03-02 10:15:34,Product Support,P3,EN,9,2026-03-02 14:15:34,2026-03-04 10:15:34,0.00,0.00
TKT-00042,scheduled,PS-01,2026-03-02 11:05:00,2026-03-02 11:45:00,2026-03-02 10:17:49,Product Support,P3,DE,8,2026-03-02 14:17:49,2026-03-04 10:17:49,0.00,0.00
TKT-00043,scheduled,INT-01,2026-03-02 13:25:00,2026-03-02 14:50:00,2026-03-02 10:29:52,Integrations/API,P3,EN,17,2026-03-02 14:29:52,2026-03-04 10:29:52,0.00,0.00
TKT-00044,scheduled,GEN-02,2026-03-06 13:20:00,2026-03-06 14:05:00,2026-03-02 10:31:43,Product Support,P4,EN,9,2026-03-03 10:31:43,2026-03-09 10:31:43,1608.28,0.00
TKT-00045,scheduled,GEN-02,2026-03-02 11:05:00,2026-03-02 11:40:00,2026-03-02 10:32:42,Product Support,P3,DE,7,2026-03-02 14:32:42,2026-03-04 10:32:42,0.00,0.00
TKT-00046,scheduled,GEN-01,2026-03-02 10:50:00,2026-03-02 11:05:00,2026-03-02 10:36:28,Billing,P2,EN,3,2026-03-02 11:36:28,2026-03-03 10:36:28,0.00,0.00
TKT-00047,scheduled,PS-01,2026-03-02 11:45:00,2026-03-02 12:25:00,2026-03-02 10:40:49,Product Support,P3,EN,8,2026-03-02 14:40:49,2026-03-04 10:40:49,0.00,0.00
TKT-00048,scheduled,INT-02,2026-03-02 13:35:00,2026-03-02 14:10:00,2026-03-02 10:41:38,Integrations/API,P3,EN,7,2026-03-02 14:41:38,2026-03-04 10:41:38,0.00,0.00
TKT-00049,scheduled,INT-02,2026-03-03 08:40:00,2026-03-03 10:35:00,2026-03-02 10:46:55,Integrations/API,P4,EN,23,2026-03-03 10:46:55,2026-03-09 10:46:55,0.00,0.00
TKT-00050,scheduled,GEN-03,2026-03-02 10:50:00,2026-03-02 12:05:00,2026-03-02 10:48:02,Product Support,P2,EN,15,2026-03-02 11:48:02,2026-03-03 10:48:02,0.00,0.00
TKT-00051,scheduled,GEN-01,2026-03-06 14:55:00,2026-03-06 15:40:00,2026-03-02 10:49:30,Billing,P4,EN,9,2026-03-03 10:49:30,2026-03-09 10:49:30,1685.50,0.00
TKT-00052,scheduled,GEN-02,2026-03-03 15:30:00,2026-03-03 15:50:00,2026-03-02 10:50:03,Account Access,P4,EN,4,2026-03-03 10:50:03,2026-03-09 10:50:03,279.95,0.00
TKT-00053,scheduled,GEN-03,2026-03-02 12:05:00,2026-03-02 12:35:00,2026-03-02 10:50:30,Account Access,P3,EN,6,2026-03-02 14:50:30,2026-03-04 10:50:30,0.00,0.00
TKT-00054,scheduled,GEN-01,2026-03-02 11:50:00,2026-03-02 12:15:00,2026-03-02 10:53:48,Account Access,P3,EN,5,2026-03-02 14:53:48,2026-03-04 10:53:48,0.00,0.00
TKT-00055,backlog_end,,,,2026-03-02 10:55:29,Account Access,P4,DE,5,2026-03-03 10:55:29,2026-03-09 10:55:29,,
TKT-00056,scheduled,GEN-01,2026-03-02 12:15:00,2026-03-02 12:45:00,2026-03-02 10:58:09,Account Access,P3,EN,6,2026-03-02 14:58:09,2026-03-04 10:58:09,0.00,0.00
TKT-00057,scheduled,GEN-02,2026-03-02 12:15:00,2026-03-02 12:45:00,2026-03-02 11:04:20,Billing,P3,EN,6,2026-03-02 15:04:20,2026-03-04 11:04:20,0.00,0.00
TKT-00058,scheduled,GEN-03,2026-03-02 12:35:00,2026-03-02 13:05:00,2026-03-02 11:06:12,Billing,P3,EN,6,2026-03-02 15:06:12,2026-03-04 11:06:12,0.00,0.00
TKT-00059,scheduled,GEN-03,2026-03-06 14:55:00,2026-03-06 16:00:00,2026-03-02 11:08:13,Product Support,P4,EN,13,2026-03-03 11:08:13,2026-03-09 11:08:13,1666.78,0.00
TKT-00060,scheduled,PS-01,2026-03-06 14:55:00,2026-03-06 15:40:00,2026-03-02 11:08:43,Product Support,P4,EN,9,2026-03-03 11:08:43,2026-03-09 11:08:43,1666.28,0.00
TKT-00061,backlog_end,,,,2026-03-02 11:08:57,Account Access,P4,EN,3,2026-03-03 11:08:57,2026-03-09 11:08:57,,
TKT-00062,scheduled,PS-01,2026-03-02 13:05:00,2026-03-02 14:35:00,2026-03-02 11:11:12,Product Support,P3,EN,18,2026-03-02 15:11:12,2026-03-04 11:11:12,0.00,0.00
TKT-00063,scheduled,SIC-01,2026-03-02 11:20:00,2026-03-02 11:45:00,2026-03-02 11:11:52,Account Access,P2,EN,5,2026-03-02 12:11:52,2026-03-03 11:11:52,0.00,0.00
TKT-00064,scheduled,PS-02,2026-03-03 15:15:00,2026-03-03 16:00:00,2026-03-02 11:13:23,Product Support,P4,EN,9,2026-03-03 11:13:23,2026-03-09 11:13:23,241.62,0.00
TKT-00065,scheduled,PS-01,2026-03-02 12:25:00,2026-03-02 13:05:00,2026-03-02 11:14:48,Product Support,P3,EN,8,2026-03-02 15:14:48,2026-03-04 11:14:48,0.00,0.00
TKT-00066,scheduled,GEN-03,2026-03-02 13:45:00,2026-03-02 13:55:00,2026-03-02 11:16:49,Account Access,P3,EN,2,2026-03-02 15:16:49,2026-03-04 11:16:49,0.00,0.00
TKT-00067,scheduled,INT-02,2026-03-02 14:10:00,2026-03-02 15:55:00,2026-03-02 11:17:29,Integrations/API,P3,EN,21,2026-03-02 15:17:29,2026-03-04 11:17:29,0.00,0.00
TKT-00068,scheduled,GEN-03,2026-03-02 14:05:00,2026-03-02 14:15:00,2026-03-02 11:21:09,Account Access,P3,EN,2,2026-03-02 15:21:09,2026-03-04 11:21:09,0.00,0.00
TKT-00069,scheduled,GEN-03,2026-03-02 13:55:00,2026-03-02 14:05:00,2026-03-02 11:23:13,Account Access,P3,EN,2,2026-03-02 15:23:13,2026-03-04 11:23:13,0.00,0.00
TKT-00070,backlog_end,,,,2026-03-02 11:24:56,Product Support,P4,EN,17,2026-03-03 11:24:56,2026-03-09 11:24:56,,
TKT-00071,scheduled,PS-02,2026-03-02 11:30:00,2026-03-02 12:55:00,2026-03-02 11:25:37,Product Support,P2,EN,17,2026-03-02 12:25:37,2026-03-03 11:25:37,0.00,0.00
TKT-00072,backlog_end,,,,2026-03-02 11:26:15,Account Access,P4,EN,4,2026-03-03 11:26:15,2026-03-09 11:26:15,,
TKT-00073,scheduled,INT-01,2026-03-03 08:00:00,2026-03-03 10:00:00,2026-03-02 11:27:03,Integrations/API,P3,EN,24,2026-03-02 15:27:03,2026-03-04 11:27:03,32.95,0.00
TKT-00074,scheduled,GEN-03,2026-03-02 14:15:00,2026-03-02 14:55:00,2026-03-02 11:31:06,Product Support,P3,EN,8,2026-03-02 15:31:06,2026-03-04 11:31:06,0.00,0.00
TKT-00075,scheduled,PS-02,2026-03-02 14:05:00,2026-03-02 15:25:00,2026-03-02 11:34:02,Product Support,P3,EN,16,2026-03-02 15:34:02,2026-03-04 11:34:02,0.00,0.00
TKT-00076,scheduled,GEN-02,2026-03-02 11:40:00,2026-03-02 12:15:00,2026-03-02 11:37:14,Product Support,P2,DE,7,2026-03-02 12:37:14,2026-03-03 11:37:14,0.00,0.00
TKT-00077,scheduled,PS-01,2026-03-03 15:30:00,2026-03-03 16:00:00,2026-03-02 11:37:48,Product Support,P4,DE,6,2026-03-03 11:37:48,2026-03-09 11:37:48,232.20,0.00
TKT-00078,scheduled,PS-02,2026-03-03 14:20:00,2026-03-03 15:15:00,2026-03-02 11:38:45,Product Support,P4,EN,11,2026-03-03 11:38:45,2026-03-09 11:38:45,161.25,0.00
TKT-00079,backlog_end,,,,2026-03-02 11:40:27,Account Access,P4,EN,12,2026-03-03 11:40:27,2026-03-09 11:40:27,,
TKT-00080,scheduled,GEN-01,2026-03-02 15:55:00,2026-03-02 16:00:00,2026-03-02 11:40:30,Account Access,P4,EN,1,2026-03-03 11:40:30,2026-03-09 11:40:30,0.00,0.00
TKT-00081,scheduled,GEN-01,2026-03-03 15:40:00,2026-03-03 15:50:00,2026-03-02 11:43:35,Account Access,P4,EN,2,2026-03-03 11:43:35,2026-03-09 11:43:35,236.42,0.00
TKT-00082,scheduled,GEN-01,2026-03-02 14:25:00,2026-03-02 14:50:00,2026-03-02 11:43:38,Account Access,P3,EN,5,2026-03-02 15:43:38,2026-03-04 11:43:38,0.00,0.00
TKT-00083,backlog_end,,,,2026-03-02 11:45:52,Billing,P4,EN,6,2026-03-03 11:45:52,2026-03-09 11:45:52,,
TKT-00084,scheduled,INT-02,2026-03-03 12:45:00,2026-03-03 13:30:00,2026-03-02 11:49:35,Integrations/API,P4,EN,9,2026-03-03 11:49:35,2026-03-09 11:49:35,55.42,0.00
TKT-00085,backlog_end,,,,2026-03-02 11:52:15,Billing,P4,EN,6,2026-03-03 11:52:15,2026-03-09 11:52:15,,
TKT-00086,scheduled,GEN-02,2026-03-02 14:25:00,2026-03-02 14:45:00,2026-03-02 11:52:44,Account Access,P3,EN,4,2026-03-02 15:52:44,2026-03-04 11:52:44,0.00,0.00
TKT-00087,scheduled,SIC-01,2026-03-02 12:00:00,2026-03-02 12:10:00,2026-03-02 11:55:22,Account Access,P2,DE,2,2026-03-02 12:55:22,2026-03-03 11:55:22,0.00,0.00
TKT-00088,scheduled,GEN-02,2026-03-02 14:45:00,2026-03-02 15:30:00,2026-03-02 11:57:40,Billing,P3,DE,9,2026-03-02 15:57:40,2026-03-04 11:57:40,0.00,0.00
TKT-00089,scheduled,GEN-01,2026-03-03 15:20:00,2026-03-03 15:30:00,2026-03-02 12:01:02,Billing,P4,DE,2,2026-03-03 12:01:02,2026-03-09 12:01:02,198.97,0.00
TKT-00090,scheduled,GEN-01,2026-03-03 08:00:00,2026-03-03 08:30:00,2026-03-02 12:07:26,Product Support,P3,EN,6,2026-03-03 08:07:26,2026-03-04 12:07:26,0.00,0.00
TKT-00091,scheduled,GEN-02,2026-03-03 15:15:00,2026-03-03 15:30:00,2026-03-02 12:12:45,Billing,P4,EN,3,2026-03-03 12:12:45,2026-03-09 12:12:45,182.25,0.00
TKT-00092,scheduled,PS-02,2026-03-03 08:00:00,2026-03-03 08:55:00,2026-03-02 12:16:09,Product Support,P3,EN,11,2026-03-03 08:16:09,2026-03-04 12:16:09,0.00,0.00
TKT-00093,scheduled,SIC-01,2026-03-02 12:20:00,2026-03-02 14:10:00,2026-03-02 12:16:48,Product Support,P1,EN,22,2026-03-02 12:31:48,2026-03-03 08:16:48,0.00,0.00
TKT-00094,scheduled,GEN-03,2026-03-03 08:00:00,2026-03-03 08:30:00,2026-03-02 12:18:18,Account Access,P3,EN,6,2026-03-03 08:18:18,2026-03-04 12:18:18,0.00,0.00
TKT-00095,scheduled,GEN-03,2026-03-02 15:45:00,2026-03-02 15:55:00,2026-03-02 12:24:03,Billing,P4,DE,2,2026-03-03 12:24:03,2026-03-09 12:24:03,0.00,0.00
TKT-00096,scheduled,PS-01,2026-03-03 08:00:00,2026-03-03 08:45:00,2026-03-02 12:27:09,Product Support,P3,EN,9,2026-03-03 08:27:09,2026-03-04 12:27:09,0.00,0.00
TKT-00097,scheduled,GEN-01,2026-03-02 12:45:00,2026-03-02 13:45:00,2026-03-02 12:37:50,Product Support,P2,DE,12,2026-03-02 13:37:50,2026-03-03 12:37:50,0.00,0.00
TKT-00098,scheduled,GEN-02,2026-03-02 12:45:00,2026-03-02 14:25:00,2026-03-02 12:39:44,Product Support,P2,EN,20,2026-03-02 13:39:44,2026-03-03 12:39:44,0.00,0.00
TKT-00099,scheduled,GEN-01,2026-03-02 15:35:00,2026-03-02 15:55:00,2026-03-02 12:42:01,Product Support,P4,EN,4,2026-03-03 12:42:01,2026-03-09 12:42:01,0.00,0.00
TKT-00100,scheduled,GEN-02,2026-03-03 08:00:00,2026-03-03 09:10:00,2026-03-02 12:42:26,Billing,P3,DE,14,2026-03-03 08:42:26,2026-03-04 12:42:26,0.00,0.00
TKT-00101,scheduled,PS-02,2026-03-02 12:55:00,2026-03-02 13:40:00,2026-03-02 12:52:12,Product Support,P2,EN,9,2026-03-02 13:52:12,2026-03-03 12:52:12,0.00,0.00
TKT-00102,scheduled,GEN-03,2026-03-02 13:05:00,2026-03-02 13:25:00,2026-03-02 12:55:14,Account Access,P2,DE,4,2026-03-02 13:55:14,2026-03-03 12:55:14,0.00,0.00
TKT-00103,scheduled,GEN-03,2026-03-03 08:30:00,2026-03-03 09:00:00,2026-03-02 12:57:15,Product Support,P3,EN,6,2026-03-03 08:57:15,2026-03-04 12:57:15,0.00,0.00
TKT-00104,scheduled,GEN-03,2026-03-02 13:25:00,2026-03-02 13:45:00,2026-03-02 13:06:29,Account Access,P2,DE,4,2026-03-02 14:06:29,2026-03-03 13:06:29,0.00,0.00
TKT-00105,scheduled,PS-02,2026-03-02 13:40:00,2026-03-02 14:05:00,2026-03-02 13:09:32,Product Support,P1,EN,5,2026-03-02 13:24:32,2026-03-03 09:09:32,15.47,0.00
TKT-00106,scheduled,GEN-03,2026-03-03 15:10:00,2026-03-03 15:40:00,2026-03-02 13:10:09,Billing,P4,EN,6,2026-03-03 13:10:09,2026-03-09 13:10:09,119.85,0.00
TKT-00107,scheduled,GEN-01,2026-03-03 08:30:00,2026-03-03 09:05:00,2026-03-02 13:20:09,Billing,P3,DE,7,2026-03-03 09:20:09,2026-03-04 13:20:09,0.00,0.00
TKT-00108,scheduled,GEN-03,2026-03-03 09:00:00,2026-03-03 09:30:00,2026-03-02 13:20:22,Billing,P3,EN,6,2026-03-03 09:20:22,2026-03-04 13:20:22,0.00,0.00
TKT-00109,scheduled,GEN-01,2026-03-02 13:45:00,2026-03-02 14:25:00,2026-03-02 13:40:34,Product Support,P2,EN,8,2026-03-02 14:40:34,2026-03-03 13:40:34,0.00,0.00
TKT-00110,scheduled,GEN-03,2026-03-02 15:30:00,2026-03-02 15:45:00,2026-03-02 13:41:41,Product Support,P3,DE,3,2026-03-03 09:41:41,2026-03-04 13:41:41,0.00,0.00
TKT-00111,scheduled,INT-02,2026-03-03 08:00:00,2026-03-03 08:40:00,2026-03-02 13:42:45,Integrations/API,P3,EN,8,2026-03-03 09:42:45,2026-03-04 13:42:45,0.00,0.00
TKT-00112,scheduled,GEN-02,2026-03-02 15:30:00,2026-03-02 15:55:00,2026-03-02 13:51:44,Product Support,P3,EN,5,2026-03-03 09:51:44,2026-03-04 13:51:44,0.00,0.00
TKT-00113,scheduled,GEN-02,2026-03-03 09:10:00,2026-03-03 09:45:00,2026-03-02 13:59:53,Product Support,P3,DE,7,2026-03-03 09:59:53,2026-03-04 13:59:53,0.00,0.00
TKT-00114,scheduled,PS-02,2026-03-02 15:25:00,2026-03-02 15:55:00,2026-03-02 14:07:50,Product Support,P4,EN,6,2026-03-03 14:07:50,2026-03-09 14:07:50,0.00,0.00
TKT-00115,scheduled,INT-01,2026-03-02 14:50:00,2026-03-02 15:40:00,2026-03-02 14:09:29,Integrations/API,P3,EN,10,2026-03-03 10:09:29,2026-03-04 14:09:29,0.00,0.00
TKT-00116,scheduled,PS-01,2026-03-02 14:35:00,2026-03-02 15:20:00,2026-03-02 14:26:13,Product Support,P3,EN,9,2026-03-03 10:26:13,2026-03-04 14:26:13,0.00,0.00
TKT-00117,scheduled,GEN-03,2026-03-02 14:55:00,2026-03-02 15:30:00,2026-03-02 14:37:45,Billing,P3,EN,7,2026-03-03 10:37:45,2026-03-04 14:37:45,0.00,0.00
TKT-00118,scheduled,GEN-01,2026-03-02 14:50:00,2026-03-02 15:35:00,2026-03-02 14:44:29,Product Support,P4,EN,9,2026-03-03 14:44:29,2026-03-09 14:44:29,0.00,0.00
TKT-00119,scheduled,SIC-01,2026-03-02 15:05:00,2026-03-02 15:55:00,2026-03-02 15:03:19,Product Support,P1,EN,10,2026-03-02 15:18:19,2026-03-03 11:03:19,0.00,0.00
TKT-00120,scheduled,PS-01,2026-03-02 15:20:00,2026-03-02 15:40:00,2026-03-02 15:14:51,Product Support,P3,EN,4,2026-03-03 11:14:51,2026-03-04 15:14:51,0.00,0.00
TKT-00121,scheduled,PS-01,2026-03-03 09:20:00,2026-03-03 09:55:00,2026-03-03 08:04:36,Product Support,P3,DE,7,2026-03-03 12:04:36,2026-03-05 08:04:36,0.00,0.00
TKT-00122,scheduled,PS-02,2026-03-04 15:30:00,2026-03-04 15:45:00,2026-03-03 08:10:58,Product Support,P4,EN,3,2026-03-04 08:10:58,2026-03-10 08:10:58,439.03,0.00
TKT-00123,scheduled,GEN-01,2026-03-03 09:30:00,2026-03-03 10:00:00,2026-03-03 08:19:03,Account Access,P3,EN,6,2026-03-03 12:19:03,2026-03-05 08:19:03,0.00,0.00
TKT-00124,backlog_end,,,,2026-03-03 08:24:13,Billing,P4,EN,4,2026-03-04 08:24:13,2026-03-10 08:24:13,,
TKT-00125,scheduled,GEN-03,2026-03-03 09:30:00,2026-03-03 10:00:00,2026-03-03 08:25:34,Billing,P3,EN,6,2026-03-03 12:25:34,2026-03-05 08:25:34,0.00,0.00
TKT-00126,scheduled,GEN-02,2026-03-03 09:45:00,2026-03-03 10:05:00,2026-03-03 08:33:36,Account Access,P3,EN,4,2026-03-03 12:33:36,2026-03-05 08:33:36,0.00,0.00
TKT-00127,scheduled,SIC-01,2026-03-03 08:40:00,2026-03-03 10:00:00,2026-03-03 08:38:46,Billing,P2,EN,16,2026-03-03 09:38:46,2026-03-04 08:38:46,0.00,0.00
TKT-00128,scheduled,PS-01,2026-03-03 08:45:00,2026-03-03 09:20:00,2026-03-03 08:39:03,Product Support,P2,EN,7,2026-03-03 09:39:03,2026-03-04 08:39:03,0.00,0.00
TKT-00129,backlog_end,,,,2026-03-03 08:53:23,Account Access,P4,EN,4,2026-03-04 08:53:23,2026-03-10 08:53:23,,
TKT-00130,scheduled,GEN-01,2026-03-03 09:05:00,2026-03-03 09:30:00,2026-03-03 09:00:44,Account Access,P2,DE,5,2026-03-03 10:00:44,2026-03-04 09:00:44,0.00,0.00
TKT-00131,scheduled,GEN-01,2026-03-03 10:00:00,2026-03-03 10:10:00,2026-03-03 09:10:08,Account Access,P3,DE,2,2026-03-03 13:10:08,2026-03-05 09:10:08,0.00,0.00
TKT-00132,scheduled,INT-01,2026-03-03 10:00:00,2026-03-03 11:40:00,2026-03-03 09:13:57,Integrations/API,P3,EN,20,2026-03-03 13:13:57,2026-03-05 09:13:57,0.00,0.00
TKT-00133,scheduled,GEN-02,2026-03-03 10:05:00,2026-03-03 10:15:00,2026-03-03 09:16:06,Account Access,P3,EN,2,2026-03-03 13:16:06,2026-03-05 09:16:06,0.00,0.00
TKT-00134,scheduled,INT-02,2026-03-03 10:35:00,2026-03-03 11:30:00,2026-03-03 09:16:40,Integrations/API,P3,EN,11,2026-03-03 13:16:40,2026-03-05 09:16:40,0.00,0.00
TKT-00135,scheduled,SIC-01,2026-03-03 10:00:00,2026-03-03 12:00:00,2026-03-03 09:18:15,Integrations/API,P2,DE,24,2026-03-03 10:18:15,2026-03-04 09:18:15,0.00,0.00
TKT-00136,scheduled,PS-01,2026-03-03 09:55:00,2026-03-03 10:40:00,2026-03-03 09:20:31,Product Support,P3,EN,9,2026-03-03 13:20:31,2026-03-05 09:20:31,0.00,0.00
